otu_id	reference_id	reference_taxonomy	phylum	class	order	family	genus	species	rank	score	abundance
a50b65cce1c97cd04e162627f43947d751ab2f0e	EUK0633834	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hymenogastraceae;g__Phaeocollybia;s__	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Phaeocollybia	Phaeocollybia_pseudo_sp_0002	genus	1	160
cf5b9b826c695eb69ac519504f0da7f5373f9c9d	KP308795	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_nudiuscula	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe nudiuscula	species	0.998	159
5c354d6139239bb8da5267b4a8c692bc52d699f7	EUK0634327	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0046	genus	0.995	159
130bccfe7d742fa7e5152813be4a9fa33b1a364b	EUK0427839	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Astrosporina;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Astrosporina	Astrosporina_pseudo_sp_0002	genus	0.985	158
860d397d5107b3e9840379b48052acd8d326b3a1	EUK1664576	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hysterangiales;f__Hysterangiaceae;g__Hysterangium;s__	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Hysterangium	Hysterangium_pseudo_sp_0007	genus	0.977	156
2d279f0b99d7c4a96afc47b9022117f2cc8404b9	EUK0633850	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Tuberaceae;g__Nothojafnea;s__	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Nothojafnea	Nothojafnea_pseudo_sp_0001	genus	1	156
acef7dd1872040ddaf662ecec5e41d9be636811b	MG552986	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0029	genus	1	153
198148bdc6a4ce5fa4b77b7aa1431355b1cb0fb8	EUK1150768	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Clavulinaceae;g__Clavulina;s__	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	Clavulina_pseudo_sp_0007	genus	0.929	151
132bc251c9f696b8333f2ff02509d973b0cfef8e	EUK0634322	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0048	genus	1	149
30dd9ee3f12a5569423fce21b643e26f9ed544be	UDB002736	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0024	genus	1	149
a2272efe987c3584ae144e9e846941fcf412f973	EUK0634109	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Gymnogaster;s__	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Gymnogaster	Gymnogaster_pseudo_sp_0001	genus	0.998	148
643530714ae45aac8df7f39b148237ad82430af5	JX266621	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactifluus;s__Lactifluus_flocktonae	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus flocktonae	species	0.998	148
b44ee9d2667862062e2df8021a0a715f99144b25	EUK0812842	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0030	genus	0.99	148
d88e35df45c64de9276626e198df5d8c1a4fba0d	EUK0634851	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Thelephora;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora_pseudo_sp_0006	genus	1	146
fd40bfe960dd1eed29c565ce7bdf9b905e6626db	EUK0645936	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0049	genus	0.988	146
eeaccb98e0d5544f5535b23542aa76846c454af1	EUK1661165	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Pisolithaceae;g__Pisolithus;s__	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus_pseudo_sp_0001	genus	0.994	145
13b75faa21aff99b69642edd23a5498560b0306c	EUK0633927	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Gomphales;f__Gomphaceae;g__Ramaria;s__	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria_pseudo_sp_0005	genus	1	145
2ab7f93e207fe97237230f6c8c45524d5bc75e82	EUK0843456	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0022	genus	1	144
51380a13e5cab6e8f26e08e8d1fdb6b8b0f61917	EUK0633862	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0025	genus	1	144
a6099846b2ec4a7583b201cb50d2035a4f1b58c1	EUK0642671	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0023	genus	0.979	144
63015cf92ca9d304fe9c4311ab321c519d990321	EUK0641095	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0047	genus	0.993	143
eda7a9a9cdea7ec1b76e0f2e6fd6e864e48c1d9f	EUK0468843	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0021	genus	0.995	142
2548800fa485e28766209e9d4544638d6f294ab1	EUK0633969	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0031	genus	1	142
98f83df8b5b3fe986dad7f67cecc392524bb6d94	EUK0134490	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hysterangiales;f__Mesophelliaceae;g__Mesophellia;s__	Basidiomycota	Agaricomycetes	Hysterangiales	Mesophelliaceae	Mesophellia	Mesophellia_pseudo_sp_0008	genus	0.99	141
10867a765e697e44b46b452c42bd44745319869d	KP343698	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0032	genus	0.981	141
6221233699dff7910c1a7aafbc9c1ab04f2af62b	KP171115	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_dewrangia	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe dewrangia	species	0.995	139
be95ca84eeb1f3282fc691f1edbe272d29d83aba	EUK0835870	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0050	genus	0.985	135
4f3b831e9c8cf0029eed61964026ba1a6c1ae420	MH101559	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0033	genus	0.998	133
2598664f32f48ed529335ed9f529bc8b80978c78	EUK0633807	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hysterangiales;f__Mesophelliaceae;g__Gummiglobus;s__	Basidiomycota	Agaricomycetes	Hysterangiales	Mesophelliaceae	Gummiglobus	Gummiglobus_pseudo_sp_0001	genus	1	131
103f59eee5977da33b157a8da5e2e14099b38957	EUK0113662	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0051	genus	0.99	129
717df1deae07f52692f3fa68c4c63463ac5bd003	EUK0634101	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0034	genus	0.997	129
9c529a39fcccaac79d803ae7ee1bae993e38430e	EUK0438078	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0052	genus	0.993	127
aaace1da628b1c9c9f50cd7ebf95aff329608e57	EUK0815176	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Protoglossum;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Protoglossum	Protoglossum_pseudo_sp_0001	genus	0.985	126
818937c1fc5620669b8929f435a0ca1fed9f5a84	KP191845	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Descomyces;s__	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Descomyces	Descomyces_pseudo_sp_0001	genus	1	126
99c450a6606783bc2ad21be411928322b2cb0c05	UDB016694	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentellopsis;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentellopsis	Tomentellopsis_pseudo_sp_0001	genus	0.995	125
911367b1f203a6a34d459c543e9dd58d52f0196d	EUK0446372	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0025	genus	0.993	125
30fd8cf27aa76a1e802d08cf2a60a4145c70ad3b	OK159882	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_debbieae	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius debbieae	species	1	124
5104a2e7304a20123ba55be4bdc7be0e7913c7ef	EUK0633973	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hysterangiales;f__Gallaceaceae;g__Austrogautieria;s__	Basidiomycota	Agaricomycetes	Hysterangiales	Gallaceaceae	Austrogautieria	Austrogautieria_pseudo_sp_0004	genus	0.982	124
590e1347939889e1ad48bfcc79bc65be2e61a716	EUK0634507	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina_pseudo_sp_0026	genus	1	124
843819178e0896377bb583d1bf7bb22a1e5d10a7	EUK0633912	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_pseudo_sp_0004	genus	1	122
26d2dbbb8c3f05231deb48001c5ba102ababdad3	EUK0634322	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0053	genus	0.982	121
4d7448325c4445d356bda487f80f5c389b7fba60	EUK0633975	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0054	genus	0.994	121
5dd52b82d3bff2ce0242e0b211fd2c25e39a86c7	EUK0633998	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactifluus;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus_pseudo_sp_0011	genus	1	120
2cf362664275850535131a4ebb83ddfa7225402d	GQ981510	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hysterangiales;f__Mesophelliaceae;g__Mesophellia;s__Mesophellia_glauca	Basidiomycota	Agaricomycetes	Hysterangiales	Mesophelliaceae	Mesophellia	Mesophellia glauca	species	1	120
f742935ab872b2d81a3b4577e79b459461a66267	EUK0450651	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0024	genus	0.991	119
8a30b6659a89e61a1e12b9eb9db9bacd62f318ab	EUK0633777	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Auritella;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Auritella	Auritella_pseudo_sp_0001	genus	1	119
292610f80a87c2431eca4559c95c1441ed318b48	EUK1013008	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Clavulinaceae;g__Clavulina;s__	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	Clavulina_pseudo_sp_0008	genus	0.992	119
3cae4e3f8cbd95081c27d666a33d909fd06d5766	EUK0457945	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0020	genus	0.991	118
344bc3ef1fcc1e1a99f8c56dcc6cabab23210e96	KY435405	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_pseudo_sp_0003	genus	1	118
3f4eeae9cf726d365720f5ff50896a7ae207b614	EUK0425515	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0035	genus	0.989	117
aab979a08222d359c2dc9d943438e27445f18509	EUK0634277	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Elaphomycetaceae;g__Elaphomyces;s__	Ascomycota	Eurotiomycetes	Eurotiales	Elaphomycetaceae	Elaphomyces	Elaphomyces_pseudo_sp_0004	genus	1	117
b258396f54f565ba46a2404cca4fe11316d295f9	EUK0841933	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0027	genus	0.995	117
46e2abf52c50e335622960b5fb178dfa8e070372	EUK0639701	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0055	genus	0.988	117
6cd51857a6fd064958d8845451ee969115172436	EUK0640441	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactifluus;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus_pseudo_sp_0012	genus	0.995	117
a9631c96cacac306a3d28ea9c9c49129d8382c01	EUK0644606	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0056	genus	0.993	117
3a774098be556196c259db651eab11c61a5a59ce	EUK0451296	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0026	genus	0.998	116
53a8f03e45202cf1fcd131259efa98acab815b5c	EUK0633914	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hydnangiaceae;g__Laccaria;s__	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria_pseudo_sp_0005	genus	0.988	116
0d4c80fb66d54afb1b7e78b7a226b219f3d5dc21	JX270750	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hydnangiaceae;g__Hydnangium;s__Hydnangium_sublamellatum	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Hydnangium	Hydnangium_pseudo_sp_0001	genus	0.985	115
ce15b65a3cb2b938767193999bb6cb046071fc7e	EUK1658274	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0027	genus	0.993	114
b5eb7a94dc6277583ef77d86acfe6ff40077415b	DQ328183	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0036	genus	0.997	113
96a9acac675f81b988558d884b151f8241abe01a	EUK1656425	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hydnangiaceae;g__Laccaria;s__	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria_pseudo_sp_0006	genus	0.987	113
f8c18b38a2fe562e6fdcde1826de23926f3a5e27	EUK0633959	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0028	genus	0.995	112
be0f49d7dbb8319da3f49dda773a4e802ac81524	EUK0634157	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_pseudo_sp_0005	genus	1	110
027d25afcd93451d55fc358346521ff7dd92b967	EUK0438617	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina_pseudo_sp_0027	genus	1	109
377d40d8eb813b0b85698e53815a10c35f9d5a96	EUK0814792	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0038	genus	0.972	108
16bdf0d1fd6ab7b15e365d1464790465b8af4f98	EUK0634213	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hydnangiaceae;g__Laccaria;s__	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria_pseudo_sp_0007	genus	0.995	107
adf605abcc26dd01a2eeb16537af3b848b37688d	EUK0437476	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0057	genus	0.988	106
62bf177dc140a5408db6b67ef1bee8d848c148ef	EUK1151523	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_sp_0029	genus	0.986	106
8882b00d15d82ccf79c4ca7a7182316610d68da4	EUK0648895	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hysterangiales;f__Hysterangiaceae;g__Hysterangium;s__	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Hysterangium	Hysterangium_pseudo_sp_0008	genus	0.992	106
a82da99d6328f56f8f41be8e3917092ae5060710	EUK0838550	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina_pseudo_sp_0025	genus	0.992	105
9dd5f02fb6428cbb6f15cd903d3dfb6d9b331229	EUK0427926	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0026	genus	0.995	105
ca2d37f771ac46da1de53115390a98d79d7d3a84	JF908085	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hysterangiales;f__Hysterangiaceae;g__Hysterangium;s__Hysterangium_pterosporum	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Hysterangium	Hysterangium pterosporum	species	0.994	104
1fba47457bd491140e58a8b285c18d5def78fdae	MG553148	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0037	genus	0.99	104
7fa7f38d0d79c96c593504ee935462f786babb4c	EUK0433374	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Clavulinaceae;g__Clavulina;s__	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Clavulina	Clavulina_pseudo_sp_0010	genus	0.993	104
5a258ca0fe0a770559c02d5395a89d3f43014745	EUK1665674	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0060	genus	0.996	104
bfbb8c6f41adf0ea21ded5e22d6662f7030cea9f	EUK1660354	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Porpoloma;s__	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Porpoloma	Porpoloma_pseudo_sp_0001	genus	0.997	103
ce5566d6e6be4c98d5b71dbe7ad6d701a4dda46c	EUK0407062	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Ruhlandiella;s__	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Ruhlandiella	Ruhlandiella_pseudo_sp_0006	genus	0.996	102
2ba610b3c5fde510b626eaa4c78b49e3bb7e16fe	DQ328152	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0039	genus	0.992	102
876d869d64a3b1c99f09cefda29f14486e47eb64	EUK1669109	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__Tomentella_lateritia	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella lateritia	species	0.997	101
2f01c9a722e25f625e4af6bab8ab3c09b896fffc	EUK0815115	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0040	genus	1	101
46e7db78de3ba98e7a662d884cc53ccb6c456186	EUK0634305	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0030	genus	0.997	101
02f9d5627984299290d9761fd8aaa52a31048ea6	DQ398094	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0058	genus	0.992	100
3f95a64300d842582b67c1378aef769ca730d6c6	EUK0437899	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0059	genus	1	100
95f83368468f63dcfd6c29cc1ece3313082da398	EUK0635707	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0063	genus	0.983	100
4b67fa3ee6c2eca4ec4da75b6cfeed83078b37fd	EUK1657387	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0028	genus	0.989	99
560bb45a991f4c6a5aac7315752969396d565757	EUK0639360	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0062	genus	0.992	99
69ff200a0f53f9ddcc1f125e27114792d4bf9f65	KP308819	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_rufescens	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudo_sp_0031	genus	0.958	99
9a14a790841b3d14525f39d65fb9caca707edf10	EUK0635687	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0064	genus	0.987	99
be780ff15e1efc8cf69789e26e542a95d90ac642	EUK0633837	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pseudo_sp_0042	genus	0.995	98
381ac136b9e798bb903cf312457b1b4578cdc8cb	EUK0437318	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_sp_0065	genus	0.993	97
