sample_id	sample_id_verbatim	date	longitude	latitude	ammonium	nitrate	nitrogen	carbon	ph	phosphorus	potassium	sulphur	texture	vegetation	bio1	bio4	bio7	bio12	bio15	aridity_index	nitrogen_georef	phosphorus_georef	ph_georef	carbon_georef	am_tree_basal_area	am_tree_basal_area_pctl	ecm_tree_basal_area	ecm_basal_area_percentile_pctl	am_tree_richness	am_tree_richness_pctl	ecm_tree_richness	ecm_richness_percentile_pctl
s401620	102.100.100/401620	30/11/2021	151.03063	-34.1485	8	24	0.51	5.22	4.7	15	251	5.2	2	""	17.2649021148682	1.26159751415253	19.8253688812256	1188.0849609375	26.7697010040283	0.506405234336853	0.173233315348625	27	4.4282021522522	3.6800000667572	0.224087044596672	68	0.721355617046356	27	3.82604503631592	51	4.37959146499634	49
s401622	102.100.100/401622	30/11/2021	151.03944	-33.7464	19	2	0.15	3.18	4.6	2	122	6.7	1.5	""	17.4250602722168	1.39019668102264	22.7390670776367	1012.79791259766	31.7178630828857	0.441889196634293	0.206228792667389	14	4.33227634429932	2.94000005722046	0.212873175740242	64	0.731603085994721	31	4.08252477645874	56	5.28866577148438	75
s401632	102.100.100/401632	7/12/2021	151.68166	-32.1227	16	60	0.71	4.97	4.6	27	309	11	2.5	""	14.1912279129028	1.50880789756775	24.0168972015381	1448.75268554688	35.6635665893555	0.77728807926178	0.480251908302307	32	4.29507303237915	5.98000001907349	0.256702184677124	79	0.737980008125305	33	7.37836885452271	91	1.61541759967804	2
s401634	102.100.100/401634	8/12/2021	151.8161	-31.9817	13	33	0.45	4.36	5	20	390	8.6	2.5	""	15.6341991424561	1.54248178005219	25.7700710296631	1307.32946777344	41.7769470214844	0.682169556617737	0.304067134857178	43	4.3815712928772	5.40000009536743	0.234295770525932	72	0.741441547870636	34	6.72506046295166	88	2.16324830055237	6
s401644	102.100.100/401644	9/12/2021	152.79508	-30.361	31	9	0.62	4.72	3.8	13	122	13.9	2.5	""	15.1791210174561	1.37659895420074	22.585090637207	1682.61022949219	47.9727210998535	0.738802671432495	0.388678431510925	44	4.32961416244507	8.5600004196167	0.359707325696945	97	0.644862592220306	10	7.68764209747315	92	1.29455041885376	1
s401646	102.100.100/401646	9/12/2021	152.79378	-30.362	31	6	0.67	4.99	3.7	11	213	15	2.5	""	15.5417680740356	1.40839672088623	23.4001121520996	1627.91015625	47.749210357666	0.702650904655457	0.368523091077805	44	4.33222818374634	8.57999992370606	0.359707325696945	97	0.644862592220306	10	7.68764209747315	92	1.29455041885376	1
s401650	102.100.100/401650	9/12/2021	152.73093	-30.3655	12	71	0.86	5.69	5.3	239	674	7.5	2.5	""	15.1854286193848	1.3988356590271	23.1254367828369	1597.0302734375	48.5653877258301	0.608081102371216	0.423137456178665	45	4.69576406478882	7.07000017166138	0.339401066303253	95	0.672008991241455	14	8.76671028137207	96	1.07863759994507	1
s401652	102.100.100/401652	10/12/2021	150.78452	-31.9004	5	13	0.34	3.59	5.7	119	583	5.3	2.5	""	16.2726211547852	1.74462556838989	28.1093406677246	751.367248535156	25.3584690093994	0.416182100772858	0.122727327048779	36	5.13166999816895	3.09999990463257	0.11730007827282	31	0.832619190216065	66	3.57234907150269	45	4.19877433776855	43
s401654	102.100.100/401654	10/12/2021	150.26694	-32.45	2	1	0.14	3.06	3.8	3	309	6.2	1	""	15.9512891769409	1.7736519575119	28.1885814666748	664.859619140625	22.0107002258301	0.34348276257515	0.128918245434761	45	5.37837076187134	3.95000004768372	0.113619789481163	30	0.845067501068115	71	3.08850955963135	34	4.08916282653809	40
s401656	102.100.100/401656	10/12/2021	150.26933	-32.3984	5	35	0.18	3.46	4.4	8	301	4.8	1.5	""	17.1222553253174	1.800705909729	29.2047290802002	611.426208496094	25.7995700836182	0.308815836906433	0.14577716588974	45	5.45184087753296	2.84999990463257	0.10682025551796	27	0.850135385990143	72	3.21947407722473	37	4.30544185638428	46
s401658	102.100.100/401658	10/12/2021	150.27246	-32.4029	4	17	0.18	2.51	5	6	293	3.2	1.5	""	16.8024559020996	1.79427433013916	28.9356174468994	628.772766113281	24.7851905822754	0.318841427564621	0.126048266887665	45	5.47788858413696	2.5699999332428	0.111486539244652	29	0.842598676681519	70	2.82349824905396	28	4.36027336120605	48
s401660	102.100.100/401660	24/1/2022	150.22814	-33.0839	3	11	0.18	2.26	5.1	4	360	3.7	2	""	14.9646692276001	1.72702586650848	27.8267478942871	685.197692871094	23.2229766845703	0.363262474536896	0.185052007436752	28	5.04262018203735	2.16000008583069	0.130610331892967	36	0.836394548416138	67	3.76774477958679	49	4.24943971633911	45
s401954	102.100.100/401954	15/2/2022	146.2908244	-37.96905046	18	2	0.24	4.12	3.5	5	169	8.6	2.5	""	12.8147878646851	1.30908834934235	22.1758689880371	1034.89282226563	18.1607532501221	0.449378311634064	0.319682776927948	19	4.39755296707153	5.55999994277954	0.0880014374852181	18	0.847006440162659	71	3.93469858169556	53	6.23417901992798	92
s401956	102.100.100/401956	15/2/2022	146.4612762	-38.61050988	10	34	0.32	3.37	5.1	24	458	5	3	""	13.5126056671143	1.12635362148285	18.1366138458252	1042.73022460938	19.5778560638428	0.415687650442123	0.299960255622864	29	4.60186004638672	6.32999992370606	0.078257828950882	12	0.768978476524353	44	5.39213132858276	78	4.69154930114746	58
s401964	102.100.100/401964	15/2/2022	146.2639099	-38.08056599	13	1	0.25	4.74	3.8	6	168	5.7	2.5	""	13.8740787506104	1.31335818767548	22.6285743713379	851.006469726563	18.0224571228027	0.364609271287918	0.278627395629883	22	4.69203996658325	5.01999998092651	0.0753935799002647	10	0.846980035305023	71	3.59096312522888	45	5.88127374649048	87
s401972	102.100.100/401972	15/3/2022	141.5596558	-38.03423517	54	3	0.28	3.9	4.6	7	110	9.9	2.5	""	13.4876346588135	1.07281363010407	19.6191749572754	768.238891601563	40.1961860656738	0.211995244026184	0.220026984810829	17	4.98450994491577	4.63000011444092	0.0789672583341599	13	0.895764112472534	92	4.95434999465942	72	4.9648609161377	66
s401974	102.100.100/401974	28/2/2022	147.217878	-37.55587319	21	18	0.31	5.03	4.5	10	330	5.7	2.5	""	12.2034206390381	1.38455355167389	23.0191822052002	806.45068359375	16.9239025115967	0.40853413939476	0.309689044952393	37	4.3903865814209	6.19000005722046	0.0600331425666809	2	0.905633449554443	97	4.61612749099731	66	6.13183259963989	90
s401978	102.100.100/401978	15/2/2022	146.2933663	-37.97120853	8	1	0.31	4.68	4	2	137	6.5	3	""	12.7508335113525	1.30672526359558	22.0802345275879	1043.05908203125	18.0918464660645	0.456291764974594	0.314514100551605	22	4.42682504653931	5.23000001907349	0.0880014374852181	18	0.847006440162659	71	3.93469858169556	53	6.23417901992798	92
s401996	102.100.100/401996	3/3/2022	146.1810892	-36.30295522	14	2	0.15	2.62	4.3	4	193	4.9	2.5	""	14.1953783035278	1.84558391571045	27.9335231781006	659.667785644531	26.5896492004395	0.218682751059532	0.151143193244934	19	4.50228357315064	3.00999999046326	0.107190258800983	27	0.856065988540649	75	2.93132185935974	30	5.48877716064453	80
s402006	102.100.100/402006	22/2/2022	147.8768996	-36.27076227	4	1	0.1	1.63	5.7	48	175	1.7	2.5	""	12.442850112915	1.83234214782715	28.1063041687012	985.877319335938	31.153865814209	0.295041084289551	0.222839713096619	29	4.54775857925415	4.46000003814697	0.0710720270872116	6	0.896248638629913	92	3.49618983268738	43	5.85354232788086	86
s402112	102.100.100/402112	9/3/2022	148.9707493	-37.30413664	4	8	0.11	1.18	4.4	4	185	3.6	3	""	9.67660903930664	1.42502963542938	22.0922508239746	1248.9599609375	16.2912330627441	0.664517045021057	0.480846792459488	41	4.13857269287109	7.71999979019165	0.0981054455041885	23	0.890738308429718	89	5.64269113540649	80	3.21367573738098	22
s402116	102.100.100/402116	16/2/2022	146.2159607	-38.57075565	28	34	0.57	4.51	4.1	3	315	5.7	3.5	""	12.8480663299561	1.1600170135498	18.4518356323242	1126.22888183594	22.2595443725586	0.438854664564133	0.377018183469772	17	4.40910005569458	6.46999979019165	0.0916323363780975	20	0.761970400810242	41	6.08427810668945	84	3.86145710945129	35
s402118	102.100.100/402118	17/3/2022	143.5203708	-38.59817095	56	15	0.5	4.66	4.5	21	338	8.9	3	""	12.4141578674316	1.11014831066132	18.538818359375	1262.19897460938	32.2546730041504	0.457870811223984	0.359959304332733	22	4.66429901123047	6.71999979019165	0.102234996855259	25	0.870562136173248	80	4.88638019561768	71	3.93148255348206	36
s402120	102.100.100/402120	17/3/2022	143.5731534	-38.61613613	47	8	0.26	4.24	3.7	5	280	5.7	2.5	""	11.7691230773926	1.11399912834167	17.5378246307373	1476.94567871094	32.2334594726563	0.545411169528961	0.46621435880661	25	4.48856163024902	7.71000003814697	0.117595724761486	31	0.863235771656036	78	5.55518913269043	79	3.01662087440491	18
s402122	102.100.100/402122	17/3/2022	143.8606784	-38.51461611	80	3	0.72	4.5	4.7	19	425	5.8	3	""	10.9649095535278	1.13652801513672	16.9673366546631	1422.65112304688	29.9039268493652	0.56020987033844	0.513600587844849	24	4.47841691970825	7.48000001907349	0.120912551879883	33	0.857702016830444	75	4.38291358947754	62	4.32794141769409	47
s402124	102.100.100/402124	17/2/2022	146.5620512	-38.38884779	38	8	0.51	4.01	4.8	18	526	3.6	2	""	11.2016763687134	1.19649267196655	18.0340919494629	1372.2822265625	19.7215785980225	0.589991390705109	0.424311816692352	34	4.37859153747559	6.25	0.0907094180583954	20	0.803193330764771	54	3.8939163684845	52	4.19061899185181	43
s402150	102.100.100/402150	17/2/2022	146.7311651	-38.4326222	18	24	0.49	4.44	5.1	43	381	6.7	2.5	""	14.076602935791	1.18285369873047	19.9789848327637	778.112365722656	16.1940670013428	0.330842852592468	0.217491582036018	33	4.68762350082398	5.23999977111816	0.0648456588387489	4	0.830695331096649	65	4.26573514938355	60	5.19150638580322	72
s62120	102.100.100/62120	13/12/2017	144.929637	-38.474406	14	2	0.09	1.69	5.1	10	114	10	1	""	14.0824289321899	1.03237247467041	15.9713487625122	860.041625976563	23.4614009857178	0.337986171245575	0.227513670921326	23	4.43850517272949	5.26000022888184	0.114062488079071	30	0.799847066402435	53	3.99835395812988	54	2.90458536148071	16
s62128	102.100.100/62128	11/12/2017	144.323495	-37.673298	34	2	0.51	2.44	3.8	27	274	47.9	2	""	13.3031196594238	1.38552284240723	24.061975479126	592.650634765625	19.7613162994385	0.265342324972153	0.2089783847332	21	4.74847459793091	3.35999989509583	0.0580403320491314	2	0.913228452205658	100	2.60913825035095	23	6.13408422470093	90
s62134	102.100.100/62134	8/12/2017	144.345655	-37.577073	7	1	0.09	1.83	4	8	129	12.1	3	""	11.7988882064819	1.38209855556488	23.0908718109131	768.071472167969	20.1756629943848	0.329017996788025	0.261518359184265	19	4.69589567184448	4.57000017166138	0.0677512660622597	5	0.91319751739502	100	3.39374852180481	41	6.11640024185181	90
s62150	102.100.100/62150	22/11/2017	145.649607	-37.801772	51	10	0.54	3.9	3.7	25	207	39.8	2	""	13.7517290115356	1.33926331996918	23.6356563568115	1109.67309570313	23.2298526763916	0.366398245096207	0.298027217388153	38	4.60864210128784	5.94999980926514	0.0968767106533051	22	0.853515863418579	74	4.69529581069946	68	3.78559184074402	33
s62152	102.100.100/62152	22/11/2017	145.649331	-37.801552	41	10	0.48	4.72	3.5	18	157	35.6	2	""	13.7517290115356	1.33926331996918	23.6356563568115	1109.67309570313	23.2298526763916	0.366398245096207	0.314071804285049	38	4.47012090682983	6.11999988555908	0.0968767106533051	22	0.853515863418579	74	4.69529581069946	68	3.78559184074402	33
s62154	102.100.100/62154	22/11/2017	145.649357	-37.801445	63	12	0.45	4.49	3.4	29	169	69.5	2	""	13.7517290115356	1.33926331996918	23.6356563568115	1109.67309570313	23.2298526763916	0.366398245096207	0.314071804285049	38	4.47012090682983	6.11999988555908	0.0968767106533051	22	0.853515863418579	74	4.69529581069946	68	3.78559184074402	33
s62156	102.100.100/62156	14/11/2017	145.649147	-37.801373	37	7	0.46	4.46	3.9	30	125	17.5	1.5	""	13.7517290115356	1.33926331996918	23.6356563568115	1109.67309570313	23.2298526763916	0.366398245096207	0.314071804285049	38	4.47012090682983	6.11999988555908	0.0968767106533051	22	0.853515863418579	74	4.69529581069946	68	3.78559184074402	33
s62158	102.100.100/62158	13/11/2017	145.648944	-37.801194	49	8	0.44	3.94	3.8	44	208	77.3	1.5	""	13.7517290115356	1.33926331996918	23.6356563568115	1109.67309570313	23.2298526763916	0.366398245096207	0.295005232095718	35	4.53474950790405	6.13000011444092	0.0968767106533051	22	0.853515863418579	74	4.69529581069946	68	3.78559184074402	33
s62160	102.100.100/62160	22/11/2017	145.648936	-37.8012	36	10	0.48	4.75	3.7	34	100	45.8	1.5	""	13.7517290115356	1.33926331996918	23.6356563568115	1109.67309570313	23.2298526763916	0.366398245096207	0.295005232095718	35	4.53474950790405	6.13000011444092	0.0968767106533051	22	0.853515863418579	74	4.69529581069946	68	3.78559184074402	33
s62162	102.100.100/62162	14/11/2017	145.648828	-37.800879	44	8	0.42	4.51	4.5	99	111	21.4	2.5	""	13.7517290115356	1.33926331996918	23.6356563568115	1109.67309570313	23.2298526763916	0.366398245096207	0.295005232095718	35	4.53474950790405	6.13000011444092	0.0968767106533051	22	0.853515863418579	74	4.69529581069946	68	3.78559184074402	33
s62164	102.100.100/62164	14/11/2017	145.648857	-37.801186	53	16	0.43	4.77	4.3	75	224	52	2.5	""	13.7517290115356	1.33926331996918	23.6356563568115	1109.67309570313	23.2298526763916	0.366398245096207	0.295005232095718	35	4.53474950790405	6.13000011444092	0.0968767106533051	22	0.853515863418579	74	4.69529581069946	68	3.78559184074402	33
s62166	102.100.100/62166	13/11/2017	145.648791	-37.801394	32	10	0.46	4.19	4.5	96	165	26.2	2.5	""	13.7517290115356	1.33926331996918	23.6356563568115	1109.67309570313	23.2298526763916	0.366398245096207	0.314071804285049	38	4.47012090682983	6.11999988555908	0.0968767106533051	22	0.853515863418579	74	4.69529581069946	68	3.78559184074402	33
s62168	102.100.100/62168	7/12/2017	145.836581	-37.690526	18	3	0.28	3.22	3.8	24	103	21.9	2.5	""	13.070948600769	1.38845014572144	24.1801052093506	1199.85083007813	29.1831665039063	0.366799592971802	0.315600395202637	43	4.64355993270874	6	0.0932633280754089	21	0.866543292999268	79	4.95607948303223	72	4.47478580474854	51
s62170	102.100.100/62170	15/11/2017	145.837033	-37.690414	31	1	0.27	3.5	3.9	29	120	35.2	1.5	""	13.070948600769	1.38845014572144	24.1801052093506	1199.85083007813	29.1831665039063	0.366799592971802	0.343710869550705	42	4.54547786712647	6.05000019073486	0.0932633280754089	21	0.866543292999268	79	4.95607948303223	72	4.47478580474854	51
s62172	102.100.100/62172	23/11/2017	145.837101	-37.690387	33	2	0.38	4.25	4.1	28	106	29.8	2	""	13.070948600769	1.38845014572144	24.1801052093506	1199.85083007813	29.1831665039063	0.366799592971802	0.314971834421158	46	4.53272438049316	5.76999998092651	0.0932633280754089	21	0.866543292999268	79	4.95607948303223	72	4.47478580474854	51
s62174	102.100.100/62174	15/11/2017	145.836941	-37.690535	45	1	0.4	4.6	3.9	39	80	71.4	2.5	""	13.070948600769	1.38845014572144	24.1801052093506	1199.85083007813	29.1831665039063	0.366799592971802	0.315600395202637	43	4.64355993270874	6	0.0932633280754089	21	0.866543292999268	79	4.95607948303223	72	4.47478580474854	51
s7839	102.100.100/7839	17/8/2012	150.6583748	-35.12804944	6	3	0.22	2.55	3.9	7	89	3.5	1.5	""	16.9586277008057	1.07076811790466	16.9477710723877	1204.75207519531	20.0526733398438	0.496660053730011	0.208533078432083	15	4.4578914642334	1.96000003814697	0.219972178339958	67	0.70410567522049	21	4.00577783584595	54	4.04632091522217	39
s7857	102.100.100/7857	25/10/2012	150.6326533	-35.16181402	4	3	0.02	0.47	7.5	3	42	3.7	1.5	""	16.9778823852539	1.06920611858368	17.0235404968262	1190.29675292969	20.3079147338867	0.496680378913879	0.204023227095604	11	4.37786865234375	0.959999978542328	0.215943694114685	65	0.701200187206268	21	4.43456840515137	63	4.29143047332764	46
s7863	102.100.100/7863	26/10/2012	150.5937279	-35.17710152	5	24	0.66	3.48	7.2	10	78	10.1	1.5	""	16.9791088104248	1.07948911190033	17.3579788208008	1165.17431640625	20.5411739349365	0.495072275400162	0.232450261712074	13	4.76181316375732	2.83999991416931	0.205521881580353	62	0.724237084388733	28	5.11570692062378	74	4.30757665634155	47
s9450	102.100.100/9450	31/5/2013	148.8271	-35.3941	9	10	0.19	4.53	4.1	16	210	4.5	1.5	""	10.5362339019775	1.77497434616089	25.8622016906738	1123.853515625	16.0230674743652	0.516996324062347	0.326123952865601	20	4.34263467788696	4.46999979019165	0.141916856169701	40	0.84064120054245	69	2.01277542114258	13	4.96103000640869	66
s9466	102.100.100/9466	9/7/2013	148.9085	-35.59065	8	1	0.28	4.03	5.6	27	237	6.8	2	""	10.9339685440063	1.74951887130737	26.8619384765625	914.714172363281	12.6602411270142	0.410760015249252	0.20017708837986	24	4.61107063293457	4.26000022888184	0.114088274538517	30	0.856873273849487	75	1.64638912677765	8	5.15949153900147	71
s9586	102.100.100/9586	18/1/2013	148.029095	-41.183047	3	1	0.25	0.89	4.1	2	126	1.6	2	""	9.22276210784912	1.10807526111603	16.8787479400635	1451.30834960938	22.9338874816895	0.6569002866745	0.442030996084213	12	4.21061420440674	2.17000007629395	0.225301936268806	69	0.733958899974823	31	4.27849054336548	60	4.49198770523071	52
