otu_id	am_group	reference_id	reference_taxonomy	class	order	family	genus	species	rank	score	abundance
a4ccfdbba38d12fa92d32d8813f8b0f0ff09a19e	Glomeromycota	HE799206	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomeraceae_gen28;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen28	Glomeraceae_gen28_pseudo_sp_0001	genus	0.994	256
6743c11074120ba254aa3f4fd72394be38eb97ac	Glomeromycota	FJ009602	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizoglomus;s__Rhizoglomus_irregulare	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	Rhizoglomus irregulare	species	1	252
e6da528b2687c494eac805ebc9e6470505ff1b82	Endogonomycetes	KC708405	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Planticonsortiaceae;g__Planticonsortium;s__unclassified	Endogonomycetes	Densosporales	Planticonsortiaceae	Planticonsortium	Planticonsortium_pseudo_sp_0004	genus	0.986	249
27aec66f617dfb8a7ab4510a6f597badbe63a4fa	Endogonomycetes	KC708405	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Planticonsortiaceae;g__Planticonsortium;s__unclassified	Endogonomycetes	Densosporales	Planticonsortiaceae	Planticonsortium	Planticonsortium_pseudo_sp_0005	genus	0.984	234
bed6fef772cf809a2f895ca15dd75db3ff818eca	Endogonomycetes	EUK1190508	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Densosporales_fam02;g__Densosporales_fam02_gen01;s__unclassified	Endogonomycetes	Densosporales	Densosporales_fam02	Densosporales_fam02_gen01	Densosporales_fam02_gen01_pseudo_sp_0004	genus	0.988	233
9eb33bb11e888fac246dc96a8f023edd7b2e6cfc	Glomeromycota	JN644469	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Nanoglomus;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Nanoglomus	Nanoglomus_pseudo_sp_0002	genus	1	230
774f9ac3f53a221b252c99a891d18841a4f9a0f9	Glomeromycota	EUK1619365	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__unclassified;s__unclassified	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulosporaceae_pseudo_gen_0001	Acaulosporaceae_pseudo_sp_0001	family	0.996	225
b37878b6ebd356d4802bac150dd1c0bdbb3adb5d	Endogonomycetes	EUK1271032	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Densosporales_fam02;g__Densosporales_fam02_gen01;s__unclassified	Endogonomycetes	Densosporales	Densosporales_fam02	Densosporales_fam02_gen01	Densosporales_fam02_gen01_pseudo_sp_0005	genus	1	221
71652210987e6f29332209fe23d1701fa47173a6	Glomeromycota	EUK1610328	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_longula	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora longula	species	1	221
119575e69c1553b4605148855cda2edeaf5397dd	Glomeromycota	EUK1619137	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Microkamienskia;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Microkamienskia	Microkamienskia_pseudo_sp_0001	genus	0.994	217
5e9a3b68735011a12923f26655a3167d66f56952	Endogonomycetes	EUK1271087	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Planticonsortiaceae;g__Planticonsortiaceae_gen01;s__unclassified	Endogonomycetes	Densosporales	Planticonsortiaceae	Planticonsortiaceae_gen01	Planticonsortiaceae_gen01_pseudo_sp_0004	genus	0.988	216
0ed30f03bc54c5bef616d20476c48f6934022234	Glomeromycota	LN825289	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Silvaspora;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Silvaspora	Silvaspora_pseudo_sp_0003	genus	0.99	216
fe37a7ff12f28d147914017168c6ff532745fc27	Glomeromycota	EUK1124103	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unclassified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_sp_0005	genus	0.982	213
e251b2b62cd657d949fbf8e32e0ad8c6c315fccf	Glomeromycota	AJ699060	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomeraceae_gen19;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen19	Glomeraceae_gen19_pseudo_sp_0001	genus	0.994	207
3452186e65181e46c22ac8a9d91c72e3b6a9c2dc	Endogonomycetes	EUK1271087	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Planticonsortiaceae;g__Planticonsortiaceae_gen01;s__unclassified	Endogonomycetes	Densosporales	Planticonsortiaceae	Planticonsortiaceae_gen01	Planticonsortiaceae_gen01_pseudo_sp_0003	genus	0.994	205
7b1de5c3e0b3b60e33118d1813e9c4273d612138	Glomeromycota	HF566504	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Nanoglomus;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Nanoglomus	Nanoglomus_pseudo_sp_0004	genus	0.998	205
915e827e478da2c012e18754ef13d62636595249	Endogonomycetes	KC708400	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Densosporales_fam02;g__unclassified;s__unclassified	Endogonomycetes	Densosporales	Densosporales_fam02	Densosporales_fam02_pseudo_gen_0002	Densosporales_fam02_pseudo_sp_0002	family	0.998	203
8c0256abd1eaeb1caee26047c55c2635bfe65271	Glomeromycota	EUK1124102	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unclassified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_sp_0006	genus	0.99	201
f769692c6171aff341fd33351f02dcf0590bf8e7	Glomeromycota	EF447238	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomeraceae_gen05;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen05	Glomeraceae_gen05_pseudo_sp_0007	genus	0.99	198
0955a790f5c117f75229a21ec5aabea7f6f02728	Glomeromycota	LT981603	k__Fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;f__Pervetustaceae;g__Pervetustus;s__unclassified	Paraglomeromycetes	Paraglomerales	Pervetustaceae	Pervetustus	Pervetustus_pseudo_sp_0001	genus	0.994	195
73b63247f8a7adda80befa77389e837763e9e239	Glomeromycota	EUK1138518	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__unclassified	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_pseudo_sp_0002	genus	0.986	179
42c0e2c421d6cbfce31a871d3ed690fe8dd6e437	Endogonomycetes	KJ921773	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Densosporales_fam13;g__Densosporales_fam13_gen01;s__unclassified	Endogonomycetes	Densosporales	Densosporales_fam13	Densosporales_fam13_gen01	Densosporales_fam13_gen01_pseudo_sp_0002	genus	1	175
d645ce46b2cc7b49b681ee61ac2f02db645bec29	Glomeromycota	EUK1124277	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Microdominikia;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia_pseudo_sp_0002	genus	0.994	174
650b214d438d3a66575f102413a10b5c37072e38	Glomeromycota	MG829406	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Polonosporaceae;g__Polonospora;s__unclassified	Archaeosporomycetes	Archaeosporales	Polonosporaceae	Polonospora	Polonospora_pseudo_sp_0004	genus	0.994	173
0fc3fbeff32760ddea4273376c7ca407d67ac91e	Glomeromycota	LR596339	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__Archaeospora_ecuadoriana	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_sp_0007	genus	0.992	171
61e753bd1f26e75238e78658a99ad8fde27d60f0	Glomeromycota	AY635833	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis_mosseae	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis mosseae	species	1	171
f8acfabb8b5ddcbb96261924a5b0d6ba59378f9b	Glomeromycota	EUK1267907	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Nanoglomus;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Nanoglomus	Nanoglomus_pseudo_sp_0003	genus	0.994	170
5b8e31c8bd8e68c7741572fa53cd273f5edb3b6f	Glomeromycota	EUK1615159	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Nanoglomus;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Nanoglomus	Nanoglomus_pseudo_sp_0005	genus	1	170
95e09a2fba554426ef1067a53ed5b50cb5d24a8d	Glomeromycota	MG829521	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomeraceae_gen05;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen05	Glomeraceae_gen05_pseudo_sp_0008	genus	0.994	170
ecdda2070f5fa4da56016160b9fd5b9a5d884d2c	Glomeromycota	JX999370	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Microdominikia;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia_pseudo_sp_0001	genus	1	167
6596b5179eff717a294639618c9326783adf0313	Glomeromycota	HM440236	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Silvaspora;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Silvaspora	Silvaspora_pseudo_sp_0004	genus	0.988	167
ef8c225141fc9094b1a908d130f130fa8211671e	Glomeromycota	AJ699069	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Dominikia;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia_pseudo_sp_0006	genus	0.998	159
f14c9866d42e0bbc09ccc648de7e5e44657f5392	Glomeromycota	EUK1187765	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unclassified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_sp_0008	genus	0.99	159
cfd9f109e2f4a2fe0aa96e5877741205fd91bb9d	Glomeromycota	EUK1201005	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomeraceae_gen05;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen05	Glomeraceae_gen05_pseudo_sp_0009	genus	0.986	158
3fb03c7eff44c2b896daee43aab1efbdca68047b	Endogonomycetes	EUK1190538	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Densosporales_fam05;g__Densosporales_fam05_gen01;s__unclassified	Endogonomycetes	Densosporales	Densosporales_fam05	Densosporales_fam05_gen01	Densosporales_fam05_gen01_pseudo_sp_0004	genus	0.98	155
2c43c4e215879be863fb3f2568897aa6178aac9d	Glomeromycota	EUK1615971	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Entrophospora;s__unclassified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Entrophospora	Entrophospora_pseudo_sp_0007	genus	1	155
32fcdbabb4e50511703632d2a62e0cc85461ece0	Glomeromycota	LN615630	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Sclerocystis;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Sclerocystis	Sclerocystis_pseudo_sp_0001	genus	0.99	151
29aa72b4d4bfee61251449e2bf3b758de97bee83	Glomeromycota	EUK1614050	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Entrophospora;s__unclassified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Entrophospora	Entrophospora_pseudo_sp_0008	genus	0.998	149
561893de5c0c16459505312cc5166c492e469596	Glomeromycota	EUK1187996	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Epigeocarpum;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Epigeocarpum	Epigeocarpum_pseudo_sp_0001	genus	0.986	148
b2ef27f3cf633b626ac777485d4cee7e36e15974	Glomeromycota	HF566504	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Nanoglomus;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_pseudo_gen_0001	Glomeraceae_pseudo_sp_0001	family	0.978	144
746310064c543213363c1909749cf09389f6ff0e	Endogonomycetes	EUK1138379	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Densosporaceae;g__Densospora;s__unclassified	Endogonomycetes	Densosporales	Densosporaceae	Densospora	Densospora_pseudo_sp_0003	genus	0.998	143
406e326180db5ddf3bb06c669e86a16fe30f04f6	Glomeromycota	FR865453	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Entrophospora;s__Entrophospora_infrequens	Glomeromycetes	Entrophosporales	Entrophosporaceae	Entrophospora	Entrophospora infrequens	species	0.998	140
06d390a495a425d937171d3142df09b7c9e18903	Endogonomycetes	EUK1200082	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Densosporales_fam03;g__Densosporales_fam03_gen01;s__unclassified	Endogonomycetes	Densosporales	Densosporales_fam03	Densosporales_fam03_gen01	Densosporales_fam03_gen01_pseudo_sp_0004	genus	1	126
347f76fad42b24d1e2d58e4a0c6ce9ecc5759634	Glomeromycota	EF447221	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomeraceae_gen05;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen05	Glomeraceae_gen05_pseudo_sp_0010	genus	0.98	126
937858198a9c9202088b16a4daa561d86919cbd2	Glomeromycota	AM713423	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__Diversispora_celata	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_pseudo_sp_0003	genus	0.98	126
6b2cfaacbf0e570e0d32c567daaf5ce9c81cfcac	Glomeromycota	EUK1618235	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Entrophospora;s__unclassified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Entrophosporaceae_pseudo_gen_0001	Entrophosporaceae_pseudo_sp_0001	family	0.972	124
d683dea04473e603ee6f3501a68851987621945a	Endogonomycetes	EUK1124752	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Densosporales_fam02;g__Densosporales_fam02_gen02;s__unclassified	Endogonomycetes	Densosporales	Densosporales_fam02	Densosporales_fam02_gen02	Densosporales_fam02_gen02_pseudo_sp_0001	genus	0.988	120
931563b0410a5551b46563404446320dbcdbcef4	Glomeromycota	EUK1620217	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Entrophospora;s__unclassified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Entrophospora	Entrophospora_pseudo_sp_0009	genus	0.994	116
1fdfc4be028860c6a93332ce1fb6cf3741bb4ad7	Glomeromycota	HQ202287	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Gigasporales;f__Scutellosporaceae;g__Scutellospora;s__Scutellospora_spinosissima	Glomeromycetes	Gigasporales	Scutellosporaceae	Scutellospora	Scutellospora_pseudo_sp_0003	genus	0.986	114
c553e240a933d2f905a661b9e86feccaf8099c6c	Glomeromycota	EUK1187836	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__unclassified	Glomeromycetes	Diversisporales	Diversisporaceae	Diversisporaceae_pseudo_gen_0001	Diversisporaceae_pseudo_sp_0001	family	0.955	111
c025d76d9c8bf4eb46cd20c7bfad70e6c44209e0	Endogonomycetes	EUK1190508	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Densosporales_fam02;g__Densosporales_fam02_gen01;s__unclassified	Endogonomycetes	Densosporales	Densosporales_fam02	Densosporales_fam02_gen01	Densosporales_fam02_gen01_pseudo_sp_0006	genus	0.982	110
00e8f6167e5b7e1658922b91f771ffcf9e254f2f	Glomeromycota	AJ306445	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Gigasporales;f__Scutellosporaceae;g__Scutellospora;s__Scutellospora_calospora	Glomeromycetes	Gigasporales	Scutellosporaceae	Scutellospora	Scutellospora calospora	species	0.996	109
d7d49330cee8e75ace515954349f103e00ad0f7c	Glomeromycota	KC708364	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__Archaeospora_trappei	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora trappei	species	0.998	107
ca3d14093a21a8ec853b7438a637e333058d2835	Glomeromycota	LR596339	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__Archaeospora_ecuadoriana	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_sp_0009	genus	0.984	103
284ce21297806913ca4b31eaafb846eadcaab79e	Glomeromycota	EUK1124332	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Septoglomus;s__Septoglomus_nigrum	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus nigrum	species	0.996	101
460320090402fdf7d8192e4860ce3488654ab1f4	Endogonomycetes	EUK1200082	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Densosporales_fam03;g__Densosporales_fam03_gen01;s__unclassified	Endogonomycetes	Densosporales	Densosporales_fam03	Densosporales_fam03_gen01	Densosporales_fam03_gen01_pseudo_sp_0005	genus	0.992	99
d923695f388bec8a69ba523aeee571e4ad735b7d	Endogonomycetes	EUK1104237	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Densosporales_fam03;g__Densosporales_fam03_gen01;s__unclassified	Endogonomycetes	Densosporales	Densosporales_fam03	Densosporales_fam03_gen01	Densosporales_fam03_gen01_pseudo_sp_0006	genus	0.994	97
19bb18d59bb8a9f1e8cb36d65b69ed4836296c0a	Glomeromycota	EUK1124102	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unclassified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_sp_0010	genus	0.986	96
e0820dab4166f5acc662a2f2cf71c5841bf20214	Endogonomycetes	AB755408	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Densosporaceae;g__Sphaerocreas;s__Sphaerocreas_pubescens	Endogonomycetes	Densosporales	Densosporaceae	Sphaerocreas	Sphaerocreas pubescens	species	0.996	96
c7b0fb9b01e7fdba9d3942a0e6a10172c8a099b3	Glomeromycota	AJ306441	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__unclassified	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora_pseudo_sp_0003	genus	0.996	95
39d57c2b84e4d72cab93370bb5a92a8c44b912c1	Glomeromycota	HE798800	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizoglomus;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	Rhizoglomus_pseudo_sp_0007	genus	1	94
c910fa88cb2f0ee06ea87150050f02ae3f91a348	Endogonomycetes	EUK1124752	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Densosporales_fam02;g__Densosporales_fam02_gen02;s__unclassified	Endogonomycetes	Densosporales	Densosporales_fam02	Densosporales_fam02_gen02	Densosporales_fam02_gen02_pseudo_sp_0002	genus	0.998	94
54a29656d273046f48dd8f104c7b24e0cbb7d93a	Glomeromycota	JN009390	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Dominikia;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia_pseudo_sp_0007	genus	0.99	93
ec049afe2a96e3e840c28c8c58fa1d81037188b0	Glomeromycota	JX292105	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Oehlia;s__Oehlia_diaphana	Glomeromycetes	Glomerales	Glomeraceae	Oehlia	Oehlia_pseudo_sp_0001	genus	0.988	93
18c9de4c91a68d13c43be1cc94ee89cebe9d763c	Glomeromycota	DQ396687	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Ambisporaceae;g__Ambispora;s__unclassified	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora_pseudo_sp_0003	genus	0.98	91
70ac1a6c51cc7c5988caea84e3faf2c878f1ebf7	Glomeromycota	JF414192	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unclassified;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	Rhizoglomus_pseudo_sp_0008	genus	0.98	88
bc9a70053708fa2d339da813625bbadf9ae9f6dd	Endogonomycetes	EUK1271056	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Densosporales_fam03;g__Densosporales_fam03_gen01;s__unclassified	Endogonomycetes	Densosporales	Densosporales_fam03	Densosporales_fam03_gen01	Densosporales_fam03_gen01_pseudo_sp_0007	genus	0.99	88
9ba6aaba356696d74771e11413fbf8568fa337e9	Glomeromycota	EUK1614317	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Dominikia;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia_pseudo_sp_0008	genus	0.998	86
da149faca6317911a550efcb340e8b957fa8bf3a	Glomeromycota	MG829391	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Silvaspora;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Silvaspora	Silvaspora_pseudo_sp_0005	genus	1	84
28f788547e28f177d7a675ea94dbfb98071854aa	Glomeromycota	MG829521	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomeraceae_gen05;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen05	Glomeraceae_gen05_pseudo_sp_0012	genus	0.99	83
c26dfb4e96939a03506a6eac1d07b85609fdfb33	Glomeromycota	EUK1268456	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Oehlia;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Oehlia	Oehlia_pseudo_sp_0002	genus	0.996	83
2aed64af930cfed6985813f73e336a266394d1c7	Glomeromycota	JF414176	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomeraceae_gen05;s__unclassified	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen05	Glomeraceae_gen05_pseudo_sp_0011	genus	0.986	82
c888bc63b54d72cb22bbe8fbbb0084cb8a8b158a	Glomeromycota	EUK1187778	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Polonosporaceae;g__Polonospora;s__unclassified	Archaeosporomycetes	Archaeosporales	Polonosporaceae	Polonospora	Polonospora_pseudo_sp_0005	genus	0.988	82
f3eabdf7328ebbc8e32c60e44175881773652553	Glomeromycota	LN623099	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__unclassified;s__unclassified	Glomeromycetes	Diversisporales	Diversisporaceae	Redeckera	Redeckera_pseudo_sp_0002	genus	0.98	82
d22334eecaa7f38c4ad850e6b5075749018349f8	Glomeromycota	EUK1202152	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Entrophospora;s__unclassified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Entrophospora	Entrophospora_pseudo_sp_0010	genus	1	80
7b67a456779c0491ed11f0f68e54934f24254233	Glomeromycota	MG829574	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unclassified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_sp_0011	genus	0.998	79
ae38ccc14d69058f7f38ae5938c8a82ed0c0bb95	Endogonomycetes	EUK1124753	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Planticonsortiaceae;g__Planticonsortiaceae_gen01;s__unclassified	Endogonomycetes	Densosporales	Planticonsortiaceae	Planticonsortiaceae_gen01	Planticonsortiaceae_gen01_pseudo_sp_0005	genus	0.98	76
e3bdcb7d1657c41436bace1c51fc184a395e6ed0	Endogonomycetes	EUK1190569	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Planticonsortiaceae;g__Planticonsortiaceae_gen06;s__unclassified	Endogonomycetes	Densosporales	Planticonsortiaceae	Planticonsortiaceae_gen06	Planticonsortiaceae_gen06_pseudo_sp_0003	genus	0.992	76
b7986728ad9f94ad2a0a184d77fae3c92f3061f4	Glomeromycota	AM713423	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__Diversispora_celata	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora celata	species	1	75
7a437f838d8257fb02fa5df6330d9445a877284f	Endogonomycetes	MH174477	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Densosporales;f__Planticonsortiaceae;g__Planticonsortium;s__unclassified	Endogonomycetes	Densosporales	Planticonsortiaceae	Planticonsortium	Planticonsortium_pseudo_sp_0008	genus	0.986	74
8cec664761dddd425958b01c5a86d4cc8c343948	Glomeromycota	EUK1620056	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Entrophospora;s__unclassified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Entrophospora	Entrophospora_pseudo_sp_0011	genus	0.998	74
