otu_id	reference_id	reference_taxonomy	class	order	family	genus	species	rank	score	abundance
119c7f4a56de4d2766d92c94abd7ca2fe4932b3d	AJ563893	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0041	genus	1	147
6596b5179eff717a294639618c9326783adf0313	HE798922	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0042	genus	1	147
b2ef27f3cf633b626ac777485d4cee7e36e15974	HF566504	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0043	genus	0.98	144
327b06e4e17674b836f7a23a0e0989877d921d87	LN826445	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__unidentified	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora_pseudo_species_0003	genus	0.99	137
32fcdbabb4e50511703632d2a62e0cc85461ece0	HF567305	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0044	genus	0.995	137
6b2cfaacbf0e570e0d32c567daaf5ce9c81cfcac	FN869794	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Claroideoglomus;s__unidentified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Claroideoglomus	Claroideoglomus_pseudo_species_0007	genus	0.97	136
29aa72b4d4bfee61251449e2bf3b758de97bee83	EUK1124152	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Entrophospora;s__unidentified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Entrophospora	Entrophospora_pseudo_species_0003	genus	1	134
406e326180db5ddf3bb06c669e86a16fe30f04f6	EUK1201776	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Entrophospora;s__Entrophospora_cf.claroidea	Glomeromycetes	Entrophosporales	Entrophosporaceae	Entrophospora	Entrophospora cf.claroidea	species	1	119
c10df9321c1d52e7dcc0d7a7bcfb7f26434a2ec2	MG829419	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Nanoglomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Nanoglomus	Nanoglomus_pseudo_species_0001	genus	1	115
2a9b39e8a6611c9e32466a3b1e91514345f56be4	HE798790	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0045	genus	0.995	114
931563b0410a5551b46563404446320dbcdbcef4	HE615073	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Claroideoglomus;s__unidentified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Claroideoglomus	Claroideoglomus_pseudo_species_0008	genus	0.97	112
19bb18d59bb8a9f1e8cb36d65b69ed4836296c0a	LN616861	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_species_0011	genus	0.99	111
c553e240a933d2f905a661b9e86feccaf8099c6c	EUK1187836	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__unidentified	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_pseudo_species_0003	genus	0.97	111
1fdfc4be028860c6a93332ce1fb6cf3741bb4ad7	HE798765	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Gigasporales;f__Gigasporaceae;g__Scutellospora;s__unidentified	Glomeromycetes	Gigasporales	Gigasporaceae	Scutellospora	Scutellospora_pseudo_species_0001	genus	0.99	108
3372a9513393d77c1a502440aafbc225bb3d5953	HF954711	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__unidentified	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_pseudo_species_0004	genus	0.97	103
785679337971199aeb16142915727f533ee10a7f	KF386272	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_cavernata	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora cavernata	species	0.995	103
ca3d14093a21a8ec853b7438a637e333058d2835	LR596339	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__Archaeospora_ecuadoriana	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_species_0012	genus	0.985	100
d7d49330cee8e75ace515954349f103e00ad0f7c	KC708364	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__Archaeospora_trappei	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora trappei	species	1	99
46dcaa208af824a62b253915aba12b5d16416270	EUK1188241	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Nanoglomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Nanoglomus	Nanoglomus_pseudo_species_0002	genus	0.995	98
7b67a456779c0491ed11f0f68e54934f24254233	MG829574	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_species_0013	genus	1	98
e8cc5e2b541a7b48017116595f4f4f90e45d4388	GU568162	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Entrophospora;s__unidentified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Entrophospora	Entrophospora_pseudo_species_0004	genus	1	98
3404d94bc0871ea0457523c835b61e43cd6671aa	HE798793	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0046	genus	0.985	95
ec049afe2a96e3e840c28c8c58fa1d81037188b0	EUK1159493	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__unidentified	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_pseudo_species_0005	genus	0.985	94
c888bc63b54d72cb22bbe8fbbb0084cb8a8b158a	LT723224	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_species_0014	genus	0.99	93
d37eecf9901e6de9a7bc17f6183f4f55c9eac531	JN644464	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Entrophospora;s__unidentified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Entrophospora	Entrophospora_pseudo_species_0005	genus	1	93
18c9de4c91a68d13c43be1cc94ee89cebe9d763c	DQ396690	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Ambisporaceae;g__Ambispora;s__unidentified	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora_pseudo_species_0001	genus	0.98	91
da149faca6317911a550efcb340e8b957fa8bf3a	MG829391	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Silvaspora;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Silvaspora	Silvaspora_pseudo_species_0001	genus	1	89
39d33e94daaad3957e87a1f9cdcbe77ceeaddb7e	HE799000	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0047	genus	1	85
28f788547e28f177d7a675ea94dbfb98071854aa	HF566664	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0048	genus	0.99	83
1059856b63f21ef0f1e28c2935c3591a4ccbc433	KJ952225	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_pseudo_genus_0001	Glomeraceae_pseudo_species_0001	family	0.96538	82
f3eabdf7328ebbc8e32c60e44175881773652553	HE798745	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__unidentified	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_pseudo_species_0006	genus	0.975	82
b1d840bc4f1216af4195693d793dc62b9f20ff07	FJ009670	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_mellea	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora mellea	species	0.995	79
2aaafdbcb83eb5cbe995d17599c62e15e61e0b04	JN009224	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0049	genus	0.99	77
c3290e100d408833cd600e8d02dd4ea6d72656f5	HE615073	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Claroideoglomus;s__unidentified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Claroideoglomus	Claroideoglomus_pseudo_species_0009	genus	0.97	77
6961803e9a08709f03a80c721a86d5e53ba7dd2d	GU353680	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0050	genus	0.995	73
94b67a8f779ebfdcbb1d8a09affd016f2319b250	LN825878	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0051	genus	1	73
1628da398e166ffecf1255e7edb83cd8664e8fe9	LN825955	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0052	genus	1	72
39d0c60e8ea3bf50ae7949b41c48103bdea7e310	MG829574	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_species_0015	genus	0.99	72
62b99306941aa0b6d3129df08e896d7846563fd3	HE798730	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_species_0016	genus	0.98	72
7ca7635177c93228f09e41baf77a2d2839acf120	EUK1188241	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Nanoglomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Nanoglomus	Nanoglomus_pseudo_species_0003	genus	0.97	72
284ce21297806913ca4b31eaafb846eadcaab79e	EUK1124332	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Septoglomus;s__Septoglomus_nigrum	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus nigrum	species	0.995	71
565de5e456b7ac38249e35049a96d6025c0bdafe	MG829411	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Polonosporaceae;g__Polonospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Polonosporaceae	Polonospora	Polonospora_pseudo_species_0004	genus	0.975	70
e6552544ac7d211e692f2ca3dacc83582a356b67	DQ396690	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Ambisporaceae;g__Ambispora;s__unidentified	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora_pseudo_species_0002	genus	0.98	69
4d706bab5f74b61b7557dbe4db57e07a61dab8a7	LN623004	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__unidentified	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_pseudo_species_0007	genus	0.995	68
3a55d2e5bbd6e444fb7dfffd9f669e59f33754c1	LT723224	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_species_0017	genus	1	67
739caa2d645581e2ea2338d79c4e28ac574cec34	HE798946	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0053	genus	0.99	67
8b06537b7a502359b75f66b7f1e841e2515e0a56	LT217171	k__Fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;f__Paraglomeraceae;g__Paraglomus;s__unidentified	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus_pseudo_species_0003	genus	1	67
a82ed974120f560f026a7fdd9f5d43ab391e6947	HE799274	k__Fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;f__Paraglomeraceae;g__Paraglomus;s__unidentified	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus_pseudo_species_0004	genus	0.99	67
251735ff47ab053762385cd795bd5973708ea1df	JN131599	k__Fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;f__Paraglomeraceae;g__Innospora;s__Innospora_majewskii	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Innospora	Innospora majewskii	species	0.995	63
ac261b2bf8462745b7a314b7c29f74b45bc28fe4	LN825955	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0054	genus	0.995	63
f59a01c19c151d5894eda386376011687de874cd	HE798707	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__unidentified	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora_pseudo_species_0004	genus	1	63
70ac1a6c51cc7c5988caea84e3faf2c878f1ebf7	HE799143	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0055	genus	0.995	62
7dfa1d5fedba5529a6db1b9d7343a6534e26ba72	KF467320	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_species_0018	genus	1	62
06991d41de6c1881bed193e465cb9a6411f7644f	EU123390	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__unidentified	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_pseudo_species_0008	genus	0.995	61
c5c409ad66ba2b9b7052f86b1293f3dfdbf6ff3d	EUK1124262	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Microdominikia;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia_pseudo_species_0002	genus	1	60
d22334eecaa7f38c4ad850e6b5075749018349f8	JN252440	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Claroideoglomus;s__unidentified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Claroideoglomus	Claroideoglomus_pseudo_species_0010	genus	1	59
21c848e270b97294f21e8ab9bb470d07b24828bb	HE615073	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Claroideoglomus;s__unidentified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Claroideoglomus	Claroideoglomus_pseudo_species_0011	genus	0.98	58
9610abba7592ded4d4aa2f6303a063e714bdb984	HE799274	k__Fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;f__Paraglomeraceae;g__Paraglomus;s__unidentified	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	Paraglomus_pseudo_species_0005	genus	0.995	56
433408b95451a91adff53693a9e21ec7fdfbf05b	EUK1187996	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Epigeocarpum;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Epigeocarpum	Epigeocarpum_pseudo_species_0001	genus	0.995	54
744dd9a39fa0047edf0bf3daec79ef2a24f1acc2	LN618281	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0056	genus	0.995	53
298ef8c943faeb18918aa539c1649aa51d9a1c90	EUK1187760	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Ambisporaceae;g__Ambispora;s__unidentified	Archaeosporomycetes	Archaeosporales	Ambisporaceae	Ambispora	Ambispora_pseudo_species_0003	genus	0.995	50
55b9709d244630d879ab77cdab92af6d8061a957	HE798745	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__unidentified	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_pseudo_species_0009	genus	0.98	50
f43f9f71dcb75acbd6569e4dab030f7bdfc67289	HE798745	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__unidentified	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_pseudo_species_0010	genus	0.995	49
35d7d4879f5c38c5b625a6c496a776d67c1db3b5	HE798976	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0057	genus	0.995	48
58bafd3197520852233830b0f8476deb0d464104	EUK1187778	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Polonosporaceae;g__Polonospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Polonosporaceae	Polonospora	Polonospora_pseudo_species_0005	genus	0.99	48
9eb33bb11e888fac246dc96a8f023edd7b2e6cfc	JN644469	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Nanoglomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Nanoglomus	Nanoglomus_pseudo_species_0004	genus	1	48
6f5cc3cdaa34d2be39f27ab486cf2f6ae9b50e6f	KJ960159	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__unidentified	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora_pseudo_species_0005	genus	0.99	47
6d36c62dd561cf06672cbbeb9c12ce7ef3f44fdb	LN825972	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0058	genus	0.99	46
14ca52ae18cc1145b2423742bccd611cf7d1beab	EUK1187838	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__unidentified	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_pseudo_species_0011	genus	1	45
844ea8b6c0a88ba601c9e6f7af567bb18be31e27	HF566717	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0059	genus	0.995	44
944fdc9a1e783dbfc7b42056ae4c9f0fd43b0a04	LN622633	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_pseudo_genus_0002	Glomeraceae_pseudo_species_0002	family	0.95833	43
f5913698b1fdaceef7533894f36120b5a501c7ce	AY969155	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0060	genus	0.995	43
cf0464cf46b178a9d92067030f40eb363a065d41	HF566595	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0061	genus	0.98	42
0c315957bd565989f9fdeb0e88ad1370d2f19b85	HE798745	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__Diversispora;s__unidentified	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_pseudo_species_0012	genus	0.97	41
05c6cad26a8e74c4cda9acbe05777f8c6f86d19f	EUK1124255	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Glomus_macrocarpum	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus macrocarpum	species	1	39
49dc1165338dcca8c69a9e5e8b9c6c7ea84f160c	KF386295	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_species_0019	genus	0.99	39
2d4f897057030712e493fc06e3a37d7a8e5f1271	FR750212	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__Glomus_constrictum	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus constrictum	species	0.995	38
3e3188ee673e7ceb24be16e69fdfad2cb83d0123	HF566455	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_species_0020	genus	0.995	37
be4e1298f1f5fbee213d5d1948894165f40afb75	HE799013	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0062	genus	0.99	37
10c975a50f4cb51f232a675f01df3ca90382e1be	MG253631	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_koskei	Glomeromycetes	Diversisporales	Acaulosporaceae	Acaulospora	Acaulospora koskei	species	1	36
7c1309ea4431c5b023282f02c11e731fc79f4a0f	EUK1124315	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizoglomus;s__Rhizoglomus_invermaium	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	Rhizoglomus invermaium	species	1	35
0da0e451be41c7af30522fc92f4bc220aacf2419	EUK1187765	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_pseudo_species_0021	genus	0.99	34
8d88b71677efe723c3149764fe367f133f078299	HE799039	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0063	genus	0.985	34
b892eab34ec966715910b29e957e49ce34a9e6f0	AB749488	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0064	genus	0.995	34
c17b890aebf7660ce2c3264c6d82b9b4292475a0	HG004493	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Entrophosporales;f__Entrophosporaceae;g__Claroideoglomus;s__unidentified	Glomeromycetes	Entrophosporales	Entrophosporaceae	Claroideoglomus	Claroideoglomus_pseudo_species_0012	genus	0.97	34
1f18266cff28d572d0d4c3bacf990fce298c638f	EUK1201801	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Nanoglomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Nanoglomus	Nanoglomus_pseudo_species_0005	genus	1	33
465b34fb1e5e51a1cb3b608914994db60d955d46	EU169420	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0065	genus	0.995	33
c8f374781ea55f9233a312cb2585df452547b1bd	LT217121	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0066	genus	0.995	33
ee77a361e9e430cc3be96733cbb752339597a9fa	LN621088	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0067	genus	0.99	33
291e885c514cfdc0a62c3b5fd6ae9b07fc03cd7a	EUK1201282	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Polonosporaceae;g__Polonospora;s__unidentified	Archaeosporomycetes	Archaeosporales	Polonosporaceae	Polonospora	Polonospora_pseudo_species_0006	genus	0.995	31
a60153caa1208bac3d2cb89eddd647c5a0377186	LN621947	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unidentified	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_pseudo_species_0068	genus	0.99	31
